50,10,-1,0.1,1.0
50,10,-1,0.3,1.0
50,10,-1,0.6,1.0
50,10,-1,0.9,1.0
50,10,8,0.1,1.0
50,10,8,0.3,1.0
50,10,8,0.6,1.0
50,10,8,0.9,1.0
50,10,16,0.1,1.0
50,10,16,0.3,1.0
50,10,16,0.6,1.0
50,10,16,0.9,1.0
50,10,32,0.1,1.0
50,10,32,0.3,1.0
50,10,32,0.6,1.0
50,10,32,0.9,1.0
50,40,-1,0.1,1.0
50,40,-1,0.3,1.0
50,40,-1,0.6,1.0
50,40,-1,0.9,1.0
50,40,8,0.1,1.0
50,40,8,0.3,1.0
50,40,8,0.6,1.0
50,40,8,0.9,0.96875
50,40,16,0.1,1.0
50,40,16,0.3,1.0
50,40,16,0.6,0.81875
50,40,16,0.9,1.0
50,40,32,0.1,1.0
50,40,32,0.3,1.0
50,40,32,0.6,1.0
50,40,32,0.9,1.0
50,70,-1,0.1,1.0
50,70,-1,0.3,0.925
50,70,-1,0.6,1.0
50,70,-1,0.9,0.85
50,70,8,0.1,1.0
50,70,8,0.3,1.0
50,70,8,0.6,0.7785714285714286
50,70,8,0.9,0.45714285714285713
50,70,16,0.1,0.6857142857142857
50,70,16,0.3,0.7357142857142857
50,70,16,0.6,1.0
50,70,16,0.9,1.0
50,70,32,0.1,1.0
50,70,32,0.3,1.0
50,70,32,0.6,1.0
50,70,32,0.9,1.0
50,100,-1,0.1,1.0
50,100,-1,0.3,1.0
50,100,-1,0.6,1.0
50,100,-1,0.9,0.77
50,100,8,0.1,1.0
50,100,8,0.3,1.0
50,100,8,0.6,1.0
50,100,8,0.9,0.5425
50,100,16,0.1,1.0
50,100,16,0.3,1.0
50,100,16,0.6,0.8375
50,100,16,0.9,1.0
50,100,32,0.1,1.0
50,100,32,0.3,1.0
50,100,32,0.6,1.0
50,100,32,0.9,1.0
100,10,-1,0.1,1.0
100,10,-1,0.3,1.0
100,10,-1,0.6,1.0
100,10,-1,0.9,1.0
100,10,8,0.1,0.95
100,10,8,0.3,1.0
100,10,8,0.6,1.0
100,10,8,0.9,1.0
100,10,16,0.1,1.0
100,10,16,0.3,1.0
100,10,16,0.6,1.0
100,10,16,0.9,1.0
100,10,32,0.1,0.9
100,10,32,0.3,1.0
100,10,32,0.6,1.0
100,10,32,0.9,1.0
100,40,-1,0.1,0.775
100,40,-1,0.3,1.0
100,40,-1,0.6,0.88125
100,40,-1,0.9,1.0
100,40,8,0.1,1.0
100,40,8,0.3,0.3875
100,40,8,0.6,1.0
100,40,8,0.9,0.80625
100,40,16,0.1,0.78125
100,40,16,0.3,1.0
100,40,16,0.6,1.0
100,40,16,0.9,0.79375
100,40,32,0.1,0.8125
100,40,32,0.3,0.7625
100,40,32,0.6,1.0
100,40,32,0.9,1.0
100,70,-1,0.1,1.0
100,70,-1,0.3,1.0
100,70,-1,0.6,1.0
100,70,-1,0.9,1.0
100,70,8,0.1,1.0
100,70,8,0.3,0.7714285714285715
100,70,8,0.6,0.6535714285714286
100,70,8,0.9,1.0
100,70,16,0.1,0.7714285714285714
100,70,16,0.3,0.8
100,70,16,0.6,1.0
100,70,16,0.9,1.0
100,70,32,0.1,0.7714285714285715
100,70,32,0.3,0.8642857142857143
100,70,32,0.6,1.0
100,70,32,0.9,0.7964285714285715
100,100,-1,0.1,0.7075
100,100,-1,0.3,0.7725
100,100,-1,0.6,1.0
100,100,-1,0.9,1.0
100,100,8,0.1,1.0
100,100,8,0.3,0.9475
100,100,8,0.6,1.0
100,100,8,0.9,1.0
100,100,16,0.1,1.0
100,100,16,0.3,1.0
100,100,16,0.6,0.9375
100,100,16,0.9,1.0
100,100,32,0.1,0.565
100,100,32,0.3,0.935
100,100,32,0.6,1.0
100,100,32,0.9,1.0
500,10,-1,0.1,0.975
500,10,-1,0.3,1.0
500,10,-1,0.6,0.975
500,10,-1,0.9,0.95
500,10,8,0.1,0.95
500,10,8,0.3,0.775
500,10,8,0.6,1.0
500,10,8,0.9,0.75
500,10,16,0.1,1.0
500,10,16,0.3,1.0
500,10,16,0.6,1.0
500,10,16,0.9,1.0
500,10,32,0.1,1.0
500,10,32,0.3,0.975
500,10,32,0.6,0.6499999999999999
500,10,32,0.9,0.95
500,40,-1,0.1,1.0
500,40,-1,0.3,0.83125
500,40,-1,0.6,0.58125
500,40,-1,0.9,1.0
500,40,8,0.1,1.0
500,40,8,0.3,1.0
500,40,8,0.6,0.725
500,40,8,0.9,0.58125
500,40,16,0.1,1.0
500,40,16,0.3,0.6187499999999999
500,40,16,0.6,1.0
500,40,16,0.9,1.0
500,40,32,0.1,0.96875
500,40,32,0.3,0.88125
500,40,32,0.6,0.8375
500,40,32,0.9,1.0
500,70,-1,0.1,0.07142857142857142
500,70,-1,0.3,1.0
500,70,-1,0.6,0.7285714285714285
500,70,-1,0.9,0.5535714285714286
500,70,8,0.1,1.0
500,70,8,0.3,1.0
500,70,8,0.6,0.7821428571428571
500,70,8,0.9,0.225
500,70,16,0.1,1.0
